user_id,days_since_prior_order,order_number,avg_basket_size,avg_reorder_rate,preferred_dow,preferred_hour,is_dormant_rule
42,14.0,17,8.235294117647058,0.5642857142857143,3,13,False
43,26.0,12,15.0,0.4388888888888889,4,12,False
44,30.0,4,10.75,0.16279069767441862,0,9,False
45,30.0,4,4.5,0.05555555555555555,2,8,False
46,11.0,20,8.15,0.6196319018404908,0,16,False
47,16.0,6,5.333333333333333,0.15625,2,22,False
48,14.0,11,11.454545454545455,0.47619047619047616,5,11,False
49,2.0,9,5.888888888888889,0.05660377358490566,2,11,False
50,7.0,68,6.75,0.8061002178649237,1,10,False
51,17.0,3,9.666666666666666,0.1724137931034483,5,14,False
52,3.0,28,6.428571428571429,0.6833333333333333,1,10,False
53,13.0,4,12.0,0.0625,3,15,False
54,2.0,77,8.03896103896104,0.5961227786752827,6,11,False
55,30.0,8,12.5,0.52,2,13,False
56,6.0,13,11.846153846153847,0.6558441558441559,1,8,False
57,10.0,14,5.142857142857143,0.5694444444444444,6,10,False
58,4.0,15,6.466666666666667,0.32989690721649484,0,10,False
59,10.0,11,10.272727272727273,0.3893805309734513,0,12,False
60,24.0,8,8.375,0.3283582089552239,5,20,False
61,14.0,4,21.75,0.09195402298850575,5,11,False
62,29.0,11,8.727272727272727,0.3645833333333333,4,12,False
63,13.0,40,12.95,0.6158301158301158,1,14,False
64,27.0,11,13.727272727272727,0.609271523178808,6,20,False
65,30.0,15,9.333333333333334,0.4142857142857143,0,9,False
66,23.0,7,4.285714285714286,0.26666666666666666,3,17,False
67,5.0,25,3.36,0.7261904761904762,1,11,False
68,30.0,6,11.666666666666666,0.2714285714285714,5,12,False
69,14.0,5,10.0,0.4,2,16,False
70,30.0,14,7.5,0.3238095238095238,4,16,False
71,17.0,24,19.25,0.7597402597402597,3,14,False
72,30.0,13,3.769230769230769,0.673469387755102,6,14,False
73,22.0,7,3.4285714285714284,0.3333333333333333,3,16,False
74,10.0,6,8.833333333333334,0.1320754716981132,1,13,False
75,22.0,23,13.521739130434783,0.6816720257234726,6,13,False
76,14.0,10,3.5,0.2571428571428571,2,8,False
77,30.0,12,16.916666666666668,0.3694581280788177,0,11,False
78,7.0,7,6.285714285714286,0.11363636363636363,0,14,False
79,30.0,8,12.875,0.5242718446601942,0,2,False
80,8.0,13,10.692307692307692,0.6258992805755396,2,15,False
81,8.0,8,3.75,0.26666666666666666,3,18,False
82,13.0,20,6.9,0.7898550724637681,1,10,False
83,30.0,7,6.0,0.38095238095238093,3,15,False
84,14.0,9,8.444444444444445,0.2894736842105263,0,13,False
85,0.0,7,4.285714285714286,0.4666666666666667,6,18,False
86,6.0,18,15.777777777777779,0.5211267605633803,0,12,False
87,8.0,28,6.535714285714286,0.6666666666666666,1,8,False
88,23.0,8,1.75,0.5714285714285714,6,16,False
89,6.0,21,12.047619047619047,0.6758893280632411,1,14,False
90,2.0,72,9.375,0.8859259259259259,5,15,False
91,11.0,16,15.3125,0.6122448979591837,4,10,False
92,30.0,5,4.0,0.3,1,15,False
93,5.0,15,2.6,0.1282051282051282,6,9,False
94,13.0,9,6.222222222222222,0.19642857142857142,6,16,False
95,21.0,9,18.0,0.35802469135802467,5,14,False
96,30.0,17,9.058823529411764,0.6038961038961039,1,9,False
97,6.0,6,9.166666666666666,0.10909090909090909,4,15,False
98,0.0,14,3.5714285714285716,0.46,0,9,False
99,22.0,19,11.894736842105264,0.41150442477876104,3,15,False
100,18.0,5,5.4,0.25925925925925924,3,18,False
101,20.0,20,8.5,0.49411764705882355,5,11,False
102,30.0,7,10.857142857142858,0.42105263157894735,0,23,False
103,20.0,18,4.333333333333333,0.47435897435897434,3,16,False
104,10.0,6,4.833333333333333,0.3793103448275862,4,9,False
105,30.0,8,2.25,0.3888888888888889,5,10,False
106,8.0,4,14.5,0.2413793103448276,6,13,False
107,23.0,15,8.666666666666666,0.4461538461538462,3,16,False
108,6.0,8,9.75,0.44871794871794873,0,13,False
109,21.0,7,12.285714285714286,0.38372093023255816,1,7,False
110,6.0,21,17.571428571428573,0.5745257452574526,0,10,False
111,4.0,8,10.0,0.2125,4,11,False
112,6.0,27,5.888888888888889,0.5786163522012578,6,17,False
113,30.0,6,1.1666666666666667,0.7142857142857143,5,17,False
114,2.0,5,17.2,0.47674418604651164,0,10,False
115,15.0,13,7.076923076923077,0.21739130434782608,0,14,False
116,4.0,7,4.285714285714286,0.2,0,17,False
117,4.0,12,10.75,0.4496124031007752,4,14,False
118,30.0,28,6.035714285714286,0.7041420118343196,1,9,False
119,30.0,4,9.25,0.35135135135135137,0,14,False
120,30.0,4,2.0,0.375,2,8,False
121,21.0,11,5.454545454545454,0.5833333333333334,1,16,False
122,28.0,29,4.137931034482759,0.6,6,20,False
123,0.0,11,6.7272727272727275,0.5675675675675675,0,11,False
124,21.0,9,9.777777777777779,0.42045454545454547,1,10,False
125,11.0,14,14.357142857142858,0.48258706467661694,0,11,False
126,28.0,10,10.5,0.44761904761904764,0,10,False
127,7.0,17,17.941176470588236,0.5344262295081967,0,19,False
128,4.0,12,8.416666666666666,0.24752475247524752,0,13,False
129,1.0,11,5.818181818181818,0.484375,1,18,False
130,12.0,4,11.5,0.2608695652173913,5,12,False
131,18.0,10,6.7,0.582089552238806,6,9,False
132,5.0,25,4.88,0.6147540983606558,2,8,False
133,7.0,20,27.2,0.5073529411764706,4,12,False
134,0.0,6,7.833333333333333,0.44680851063829785,6,12,False
135,17.0,5,7.6,0.39473684210526316,0,17,False
136,29.0,4,11.75,0.1276595744680851,0,11,False
137,30.0,6,12.0,0.6527777777777778,6,14,False
138,1.0,33,4.515151515151516,0.6308724832214765,0,12,False
139,30.0,5,3.4,0.35294117647058826,3,19,False
140,2.0,77,15.246753246753247,0.7393526405451448,4,10,False
141,0.0,4,10.25,0.14634146341463414,0,15,False
142,2.0,46,8.130434782608695,0.8101604278074866,1,14,False
143,8.0,15,15.733333333333333,0.4872881355932203,5,20,False
144,12.0,8,3.625,0.6206896551724138,4,13,False
145,30.0,9,8.333333333333334,0.52,2,10,False
146,25.0,41,9.463414634146341,0.6417525773195877,0,14,False
147,30.0,14,5.428571428571429,0.6578947368421053,0,16,False
148,27.0,8,13.75,0.2,5,16,False
149,18.0,15,15.2,0.5131578947368421,6,10,False
150,20.0,32,9.0625,0.46551724137931033,4,17,False
151,5.0,11,14.909090909090908,0.2682926829268293,2,19,False
152,5.0,65,10.707692307692307,0.7744252873563219,5,12,False
153,11.0,19,14.052631578947368,0.6629213483146067,0,16,False
154,14.0,35,17.714285714285715,0.6661290322580645,1,11,False
155,9.0,23,10.608695652173912,0.7950819672131147,1,14,False
156,0.0,3,6.0,0.3888888888888889,0,18,False
157,4.0,5,10.4,0.34615384615384615,1,16,False
158,13.0,5,6.2,0.12903225806451613,6,10,False
159,15.0,4,13.25,0.37735849056603776,4,9,False
160,13.0,13,21.923076923076923,0.5473684210526316,1,3,False
161,20.0,21,13.333333333333334,0.5214285714285715,0,9,False
162,3.0,14,6.214285714285714,0.2413793103448276,3,19,False
163,11.0,12,7.166666666666667,0.3372093023255814,1,11,False
164,19.0,11,18.181818181818183,0.75,6,8,False
165,15.0,7,13.142857142857142,0.45652173913043476,0,11,False
166,30.0,6,4.666666666666667,0.17857142857142858,5,13,False
167,7.0,6,12.0,0.2222222222222222,6,11,False
168,3.0,22,6.363636363636363,0.35,1,16,False
169,30.0,7,13.714285714285714,0.125,4,15,False
170,0.0,3,2.6666666666666665,0.125,1,9,False
171,8.0,7,10.0,0.4142857142857143,0,14,False
172,0.0,6,3.3333333333333335,0.3,1,9,False
173,15.0,45,9.577777777777778,0.4385150812064965,2,10,False
174,9.0,28,6.357142857142857,0.5168539325842697,0,16,False
175,7.0,24,5.458333333333333,0.2900763358778626,1,14,False
176,19.0,7,7.142857142857143,0.24,1,16,False
177,12.0,14,3.4285714285714284,0.5,0,13,False
178,7.0,6,10.166666666666666,0.2459016393442623,5,10,False
179,15.0,6,6.333333333333333,0.2631578947368421,1,7,False
180,28.0,6,37.0,0.481981981981982,6,10,False
181,7.0,10,9.6,0.4583333333333333,1,14,False
182,0.0,26,7.846153846153846,0.6617647058823529,6,17,False
183,19.0,5,20.6,0.2621359223300971,6,14,False
184,30.0,12,14.916666666666666,0.547486033519553,0,16,False
185,30.0,7,5.857142857142857,0.14634146341463414,1,12,False
186,18.0,7,7.714285714285714,0.2962962962962963,6,13,False
187,3.0,33,6.484848484848484,0.7009345794392523,1,15,False
188,0.0,5,14.4,0.2916666666666667,0,10,False
189,2.0,12,5.333333333333333,0.453125,2,15,False
190,2.0,17,9.411764705882353,0.43125,0,15,False
191,5.0,5,6.0,0.1,3,15,False
192,30.0,6,8.333333333333334,0.66,1,10,False
193,14.0,6,6.666666666666667,0.1,4,10,False
194,9.0,9,10.0,0.37777777777777777,5,18,False
195,6.0,59,3.23728813559322,0.8010471204188482,5,11,False
196,30.0,3,1.0,0.3333333333333333,1,8,False
197,2.0,21,22.80952380952381,0.6346555323590815,6,15,False
198,8.0,6,8.833333333333334,0.32075471698113206,1,13,False
199,30.0,4,6.25,0.44,6,13,False
200,28.0,9,19.11111111111111,0.4883720930232558,2,13,False
201,23.0,8,7.0,0.32142857142857145,2,8,False
202,30.0,13,28.076923076923077,0.5452054794520548,0,14,False
203,30.0,4,3.0,0.5833333333333334,5,16,False
204,17.0,59,9.084745762711865,0.6455223880597015,2,14,False
205,30.0,13,4.384615384615385,0.6140350877192983,2,17,False
206,13.0,29,6.379310344827586,0.5243243243243243,5,13,False
207,0.0,3,7.333333333333333,0.2727272727272727,5,16,False
208,18.0,19,5.157894736842105,0.5612244897959183,1,11,False
209,27.0,20,16.25,0.84,1,14,False
210,5.0,100,14.98,0.8437917222963952,0,12,False
211,8.0,5,15.2,0.32894736842105265,0,13,False
212,2.0,13,2.4615384615384617,0.40625,0,0,False
213,30.0,6,13.5,0.12345679012345678,1,15,False
214,30.0,28,18.392857142857142,0.6038834951456311,1,20,False
215,29.0,6,7.5,0.08888888888888889,3,8,False
216,6.0,17,19.941176470588236,0.7374631268436578,5,15,False
217,30.0,12,8.333333333333334,0.25,6,10,False
218,7.0,7,1.0,0.7142857142857143,3,13,False
219,14.0,34,12.558823529411764,0.6206088992974239,0,15,False
220,30.0,17,7.0,0.6302521008403361,0,16,False
221,15.0,23,10.043478260869565,0.7272727272727273,1,16,False
222,3.0,71,6.915492957746479,0.7209775967413442,2,7,False
223,7.0,50,12.92,0.7724458204334366,1,8,False
224,13.0,4,7.5,0.3333333333333333,1,10,False
225,30.0,11,5.454545454545454,0.5666666666666667,2,10,False
226,30.0,22,10.636363636363637,0.6837606837606838,2,8,False
227,6.0,31,18.129032258064516,0.6192170818505338,1,14,False
228,13.0,4,12.5,0.26,1,13,False
229,4.0,18,10.944444444444445,0.7157360406091371,5,10,False
230,30.0,11,6.636363636363637,0.5753424657534246,4,7,False
231,16.0,4,20.75,0.5180722891566265,1,11,False
232,6.0,36,12.36111111111111,0.7887640449438202,5,9,False
233,4.0,25,19.12,0.7615062761506276,5,11,False
234,6.0,42,13.095238095238095,0.5872727272727273,0,17,False
235,5.0,22,9.318181818181818,0.5121951219512195,0,11,False
236,13.0,45,11.444444444444445,0.39611650485436894,0,15,False
237,3.0,8,8.625,0.18840579710144928,0,12,False
238,14.0,7,37.0,0.44787644787644787,0,19,False
239,6.0,6,9.333333333333334,0.19642857142857142,1,2,False
240,20.0,6,2.8333333333333335,0.29411764705882354,1,16,False
241,0.0,14,8.857142857142858,0.3387096774193548,5,16,False
242,7.0,17,8.176470588235293,0.4676258992805755,4,12,False
243,20.0,28,12.964285714285714,0.6887052341597796,1,16,False
244,10.0,7,6.142857142857143,0.09302325581395349,5,13,False
245,20.0,6,9.666666666666666,0.3448275862068966,0,12,False
246,13.0,5,6.6,0.24242424242424243,2,10,False
247,30.0,5,6.2,0.22580645161290322,5,16,False
248,7.0,58,6.758620689655173,0.798469387755102,0,15,False
249,3.0,10,4.4,0.6818181818181818,6,15,False
250,20.0,12,9.833333333333334,0.7203389830508474,2,22,False
251,8.0,10,7.7,0.4805194805194805,5,12,False
252,30.0,5,13.4,0.19402985074626866,6,11,False
253,3.0,4,6.5,0.19230769230769232,1,18,False
254,3.0,11,9.545454545454545,0.38095238095238093,6,8,False
255,29.0,5,17.4,0.3793103448275862,0,21,False
256,28.0,19,12.210526315789474,0.5646551724137931,0,17,False
257,1.0,20,6.05,0.45454545454545453,6,13,False
258,26.0,25,8.72,0.5275229357798165,0,17,False
259,30.0,4,5.0,0.1,0,18,False
260,30.0,18,6.0,0.6851851851851852,3,10,False
261,4.0,9,9.555555555555555,0.12790697674418605,3,17,False
262,3.0,46,5.782608695652174,0.45112781954887216,1,9,False
263,0.0,3,8.0,0.3333333333333333,3,14,False
264,8.0,30,23.833333333333332,0.7048951048951049,1,9,False
265,4.0,7,4.0,0.32142857142857145,6,8,False
266,2.0,5,6.0,0.13333333333333333,4,14,False
267,30.0,10,33.9,0.5427728613569321,0,15,False
268,30.0,9,7.444444444444445,0.1044776119402985,4,8,False
269,30.0,3,22.333333333333332,0.07462686567164178,6,14,False
270,30.0,23,3.1739130434782608,0.6027397260273972,6,9,False
271,3.0,16,1.125,0.7777777777777778,0,21,False
272,16.0,10,7.3,0.3972602739726027,2,14,False
273,13.0,20,5.9,0.4661016949152542,0,15,False
274,3.0,14,13.428571428571429,0.2872340425531915,5,13,False
275,11.0,14,11.642857142857142,0.4171779141104294,2,18,False
276,0.0,9,6.888888888888889,0.4838709677419355,6,17,False
277,3.0,3,7.666666666666667,0.21739130434782608,6,16,False
278,2.0,69,3.8840579710144927,0.7910447761194029,4,12,False
279,13.0,14,7.142857142857143,0.23,1,10,False
280,8.0,42,12.880952380952381,0.7393715341959335,0,20,False
281,6.0,30,10.1,0.5907590759075908,5,12,False
282,2.0,4,7.25,0.13793103448275862,3,13,False
283,3.0,6,7.0,0.2857142857142857,1,8,False
284,13.0,17,21.823529411764707,0.6846361185983828,1,11,False
285,14.0,5,9.0,0.17777777777777778,5,18,False
286,19.0,4,7.0,0.03571428571428571,3,7,False
287,5.0,14,1.2857142857142858,0.6111111111111112,3,9,False
288,20.0,4,7.5,0.2,0,14,False
289,14.0,50,14.32,0.8505586592178771,6,18,False
290,7.0,51,31.176470588235293,0.6553459119496855,6,10,False
291,17.0,5,3.6,0.1111111111111111,6,11,False
292,30.0,8,16.375,0.5419847328244275,1,15,False
293,30.0,9,14.555555555555555,0.5038167938931297,1,20,False
294,30.0,16,7.125,0.543859649122807,0,16,False
295,8.0,24,11.625,0.7921146953405018,1,14,False
296,4.0,7,6.142857142857143,0.06976744186046512,0,14,False
297,30.0,11,4.454545454545454,0.3673469387755102,1,18,False
298,16.0,4,16.75,0.5373134328358209,1,14,False
299,0.0,9,7.111111111111111,0.234375,5,13,False
300,5.0,39,7.564102564102564,0.4271186440677966,6,16,False
301,8.0,18,8.222222222222221,0.35135135135135137,2,15,False
302,15.0,10,7.6,0.13157894736842105,1,12,False
303,26.0,8,1.625,0.23076923076923078,2,7,False
304,6.0,43,6.604651162790698,0.7816901408450704,3,19,False
305,30.0,5,10.2,0.2549019607843137,1,13,False
306,14.0,25,4.96,0.5806451612903226,1,8,False
307,12.0,34,5.029411764705882,0.8187134502923976,2,10,False
308,30.0,3,3.6666666666666665,0.0,2,13,False
309,1.0,26,12.384615384615385,0.4440993788819876,3,8,False
310,4.0,100,4.97,0.7082494969818913,4,9,False
311,12.0,15,4.066666666666666,0.639344262295082,1,16,False
312,0.0,4,7.25,0.4482758620689655,3,8,False
313,4.0,100,7.93,0.8360655737704918,5,9,False
314,30.0,6,2.0,0.16666666666666666,4,11,False
315,24.0,5,9.4,0.3404255319148936,0,23,False
316,10.0,21,9.047619047619047,0.4789473684210526,3,12,False
317,6.0,5,8.6,0.09302325581395349,0,14,False
318,17.0,7,1.0,0.8571428571428571,5,14,False
319,2.0,9,7.111111111111111,0.296875,4,11,False
320,18.0,5,28.4,0.18309859154929578,0,21,False
321,11.0,33,14.484848484848484,0.6820083682008368,5,17,False
322,21.0,15,10.533333333333333,0.569620253164557,3,13,False
323,4.0,72,14.73611111111111,0.7832233741753063,2,13,False
324,30.0,12,8.25,0.36363636363636365,0,17,False
325,6.0,8,12.875,0.4077669902912621,1,9,False
326,27.0,6,8.333333333333334,0.56,1,12,False
327,3.0,64,11.640625,0.6684563758389261,5,13,False
328,27.0,13,9.923076923076923,0.5116279069767442,0,10,False
329,14.0,9,6.222222222222222,0.16071428571428573,0,19,False
330,6.0,8,5.125,0.43902439024390244,4,10,False
331,19.0,8,4.875,0.15384615384615385,5,16,False
332,7.0,12,19.5,0.5555555555555556,0,21,False
333,14.0,8,5.25,0.5714285714285714,5,12,False
334,2.0,64,13.234375,0.7461629279811098,6,20,False
335,0.0,6,7.333333333333333,0.022727272727272728,2,15,False
336,3.0,11,3.8181818181818183,0.47619047619047616,6,15,False
337,30.0,13,21.0,0.42857142857142855,1,22,False
338,0.0,5,5.2,0.2692307692307692,4,12,False
339,0.0,3,9.666666666666666,0.1724137931034483,0,14,False
340,14.0,6,10.833333333333334,0.3076923076923077,6,10,False
341,30.0,12,18.0,0.5092592592592593,1,11,False
342,30.0,17,8.647058823529411,0.3401360544217687,2,7,False
343,10.0,5,5.2,0.15384615384615385,5,15,False
344,18.0,9,2.7777777777777777,0.52,4,8,False
345,19.0,4,3.75,0.26666666666666666,4,13,False
346,30.0,7,5.571428571428571,0.41025641025641024,2,19,False
347,0.0,3,4.333333333333333,0.6153846153846154,2,14,False
348,7.0,29,4.793103448275862,0.17266187050359713,3,13,False
349,5.0,8,5.875,0.2765957446808511,1,8,False
350,7.0,15,12.666666666666666,0.5263157894736842,6,13,False
351,9.0,15,12.733333333333333,0.6910994764397905,0,15,False
352,30.0,10,19.5,0.41025641025641024,0,15,False
353,30.0,12,10.25,0.2601626016260163,2,11,False
354,0.0,5,1.4,0.7142857142857143,4,13,False
355,30.0,14,10.928571428571429,0.48366013071895425,2,11,False
356,0.0,3,7.666666666666667,0.043478260869565216,6,11,False
357,10.0,9,19.11111111111111,0.7034883720930233,0,13,False
358,30.0,8,7.125,0.3684210526315789,6,9,False
359,6.0,16,13.75,0.4318181818181818,2,16,False
360,0.0,3,5.333333333333333,0.1875,2,8,False
361,2.0,7,12.857142857142858,0.2777777777777778,1,14,False
362,3.0,11,10.090909090909092,0.3153153153153153,3,20,False
363,10.0,13,17.307692307692307,0.48444444444444446,5,17,False
364,17.0,18,9.833333333333334,0.6779661016949152,1,12,False
365,7.0,16,2.375,0.5263157894736842,6,14,False
366,6.0,3,13.0,0.07692307692307693,2,11,False
367,0.0,4,19.5,0.41025641025641024,2,11,False
368,6.0,4,1.75,0.14285714285714285,0,14,False
369,30.0,16,7.5625,0.5371900826446281,3,21,False
370,30.0,28,12.107142857142858,0.6371681415929203,6,14,False
371,20.0,4,9.0,0.3611111111111111,2,16,False
372,30.0,13,7.153846153846154,0.3870967741935484,2,12,False
373,2.0,58,9.793103448275861,0.6954225352112676,1,13,False
374,14.0,17,1.4705882352941178,0.72,2,12,False
375,30.0,8,19.75,0.6012658227848101,1,13,False
376,30.0,9,11.333333333333334,0.5392156862745098,3,18,False
377,30.0,4,8.5,0.08823529411764706,3,17,False
378,27.0,9,2.5555555555555554,0.5652173913043478,2,12,False
379,30.0,20,10.05,0.39800995024875624,5,12,False
380,3.0,13,3.923076923076923,0.5686274509803921,0,8,False
381,10.0,16,22.1875,0.5521126760563381,0,14,False
382,10.0,30,7.466666666666667,0.6160714285714286,1,17,False
383,30.0,10,10.3,0.4854368932038835,1,13,False
384,16.0,10,2.6,0.5384615384615384,1,13,False
385,30.0,5,8.4,0.3333333333333333,4,11,False
386,7.0,4,9.5,0.15789473684210525,0,15,False
387,30.0,9,7.222222222222222,0.46153846153846156,2,13,False
388,30.0,10,1.4,0.5714285714285714,6,1,False
389,30.0,12,16.75,0.5472636815920398,0,16,False
390,20.0,23,18.130434782608695,0.6906474820143885,0,19,False
391,29.0,24,8.833333333333334,0.6792452830188679,0,18,False
392,7.0,6,2.5,0.8,4,10,False
393,27.0,11,21.181818181818183,0.4248927038626609,6,13,False
394,19.0,5,39.6,0.36363636363636365,1,13,False
395,30.0,4,4.75,0.05263157894736842,4,13,False
396,30.0,19,16.0,0.631578947368421,0,19,False
397,4.0,3,6.0,0.16666666666666666,3,16,False
398,10.0,53,8.320754716981131,0.764172335600907,6,11,False
399,18.0,4,8.25,0.12121212121212122,3,14,False
400,30.0,5,14.8,0.43243243243243246,1,1,False
401,5.0,5,12.2,0.19672131147540983,5,15,False
402,4.0,5,2.2,0.6363636363636364,0,10,False
403,8.0,33,13.878787878787879,0.4847161572052402,0,17,False
404,24.0,7,7.571428571428571,0.05660377358490566,6,11,False
405,9.0,5,9.0,0.13333333333333333,5,7,False
406,5.0,5,13.8,0.17391304347826086,1,8,False
407,30.0,4,18.25,0.1643835616438356,3,12,False
408,30.0,4,9.0,0.1111111111111111,4,21,False
409,7.0,87,9.954022988505747,0.8163972286374134,1,9,False
410,5.0,28,20.214285714285715,0.6448763250883393,0,16,False
411,30.0,12,5.833333333333333,0.7142857142857143,0,18,False
412,20.0,5,9.4,0.02127659574468085,0,17,False
413,29.0,20,11.9,0.6008403361344538,1,9,False
414,20.0,4,8.0,0.125,5,15,False
415,7.0,6,8.333333333333334,0.52,4,23,False
416,30.0,4,9.25,0.35135135135135137,1,7,False
417,14.0,10,8.8,0.25,6,12,False
418,13.0,8,20.875,0.3592814371257485,1,18,False
419,21.0,25,2.92,0.589041095890411,1,12,False
420,1.0,22,5.818181818181818,0.4609375,1,14,False
421,30.0,4,5.0,0.35,3,10,False
422,3.0,27,10.0,0.7222222222222222,0,16,False
423,7.0,42,2.380952380952381,0.7,2,11,False
424,0.0,4,1.75,0.42857142857142855,1,14,False
425,21.0,8,14.125,0.34513274336283184,5,14,False
426,30.0,14,3.142857142857143,0.7727272727272727,3,9,False
427,0.0,8,5.375,0.46511627906976744,2,1,False
428,0.0,3,9.333333333333334,0.10714285714285714,4,10,False
429,16.0,30,3.533333333333333,0.5566037735849056,1,15,False
430,6.0,9,8.11111111111111,0.3287671232876712,2,17,False
431,7.0,10,1.3,0.8461538461538461,5,8,False
432,7.0,53,8.566037735849056,0.7268722466960352,0,17,False
433,22.0,6,7.5,0.3111111111111111,3,18,False
434,8.0,5,8.6,0.32558139534883723,6,14,False
435,14.0,14,11.357142857142858,0.6855345911949685,1,20,False
436,3.0,16,3.0,0.4583333333333333,4,7,False
437,14.0,20,9.8,0.29081632653061223,3,13,False
438,10.0,12,15.416666666666666,0.6,3,16,False
439,8.0,9,14.333333333333334,0.2558139534883721,0,16,False
440,6.0,18,2.4444444444444446,0.6136363636363636,2,12,False
441,25.0,15,4.8,0.5972222222222222,0,14,False
442,9.0,13,13.384615384615385,0.43103448275862066,0,14,False
443,0.0,10,14.1,0.375886524822695,4,20,False
444,7.0,43,28.162790697674417,0.8670520231213873,5,16,False
445,0.0,4,5.5,0.22727272727272727,1,10,False
446,30.0,9,5.111111111111111,0.13043478260869565,6,16,False
447,14.0,5,3.4,0.4117647058823529,5,9,False
448,6.0,34,13.705882352941176,0.7854077253218884,0,9,False
449,1.0,22,5.5,0.5371900826446281,6,19,False
450,17.0,17,11.0,0.5240641711229946,1,11,False
451,6.0,32,7.5625,0.7933884297520661,2,10,False
452,19.0,25,12.64,0.5,1,22,False
453,21.0,14,7.428571428571429,0.7019230769230769,6,9,False
454,7.0,55,12.2,0.7615499254843517,5,14,False
455,2.0,7,9.428571428571429,0.22727272727272727,1,11,False
456,30.0,7,5.0,0.2857142857142857,2,10,False
457,7.0,5,13.4,0.47761194029850745,0,12,False
458,0.0,14,11.428571428571429,0.80625,5,10,False
459,8.0,24,4.875,0.7692307692307693,6,9,False
460,30.0,3,12.666666666666666,0.18421052631578946,5,11,False
461,28.0,4,4.75,0.5263157894736842,1,14,False
462,7.0,59,19.389830508474578,0.8557692307692307,2,13,False
463,13.0,7,12.142857142857142,0.27058823529411763,1,17,False
464,6.0,49,7.918367346938775,0.5695876288659794,0,12,False
465,7.0,41,12.195121951219512,0.662,5,17,False
466,14.0,32,22.5,0.6444444444444445,5,17,False
467,0.0,5,11.0,0.38181818181818183,1,5,False
468,23.0,7,3.5714285714285716,0.6,0,10,False
469,30.0,9,6.666666666666667,0.4166666666666667,2,13,False
470,6.0,17,4.764705882352941,0.6172839506172839,5,13,False
471,10.0,7,21.0,0.38095238095238093,2,14,False
472,30.0,5,2.0,0.3,3,9,False
473,18.0,12,20.916666666666668,0.5537848605577689,0,9,False
474,5.0,29,6.172413793103448,0.5307262569832403,0,20,False
475,11.0,29,6.172413793103448,0.441340782122905,5,13,False
476,7.0,17,13.470588235294118,0.44541484716157204,4,10,False
477,17.0,5,4.4,0.3181818181818182,2,18,False
478,30.0,9,8.555555555555555,0.09090909090909091,6,20,False
479,8.0,24,10.375,0.6506024096385542,4,19,False
480,4.0,13,14.538461538461538,0.3915343915343915,0,21,False
481,12.0,36,12.777777777777779,0.7543478260869565,1,19,False
482,30.0,9,12.88888888888889,0.5603448275862069,2,15,False
483,30.0,10,2.1,0.7619047619047619,1,9,False
484,0.0,11,3.5454545454545454,0.5641025641025641,4,10,False
